,,,,,,,3451,Secretariat - Economic Services,
605217.0,640000.0,800000.0,600000,907132.0,560000,,,"Total:ISRO Telemetry, Tracking & Command Network (ISTRAC)",1670300
0.0,0.0,0.0,400,0.0,400,,,Charged,400
605217.0,640000.0,800000.0,599600,907132.0,559600,,,Voted,1669900	
,,,,,,,33,GSLV Operational (GSLV-O) Project,
61499.0,0.0,67500.0,0,82500.0,0,,33.00.01,Salaries,90000
15.0,0.0,200.0,0,200.0,0,,33.00.03,Overtime Allowance,200
10700.0,0.0,6000.0,0,10000.0,0,,33.00.11,Domestic Travel Expenses,10000
4000.0,0.0,5000.0,0,4000.0,0,,33.00.12,Foreign Travel Expenses,3000
7616.0,0.0,6000.0,0,6000.0,0,,33.00.13,Office Expenses,6000
1739069.0,0.0,1613300.0,0,1282000.0,0,,33.00.21,Supplies & Materials,1492300
0.0,0.0,0.0,0,0.0,0,,33.00.28,Professional Services,500
500.0,0.0,4000.0,0,1000.0,0,,33.00.30,Other Contractual Services,4000
8000.0,0.0,7000.0,0,1000.0,0,,33.00.50,Other Charges,7000
1831399.0,0.0,1709000.0,0,1386700.0,0,,,Total:GSLV Operational (GSLV-O) Project,1613000
,,,,,,,38,Navigational Satellite System,
174350.0,0.0,190000.0,0,202200.0,0,,38.00.01,Salaries,19500
32.0,0.0,100.0,0,100.0,0,,38.00.03,Overtime Allowance,0
7499.0,0.0,9200.0,0,8800.0,0,,38.00.11,Domestic Travel Expenses,2200
2711.0,0.0,5000.0,0,5500.0,0,,38.00.12,Foreign Travel Expenses,1000
50132.0,0.0,49600.0,0,37700.0,0,,38.00.13,Office Expenses,500
6096.0,0.0,10300.0,0,5500.0,0,,38.00.20,Other Administrative Expenses,100
7023.0,0.0,31000.0,0,27500.0,0,,38.00.21,Supplies & Materials,20000
1746.0,0.0,500.0,0,800.0,0,,38.00.26,Advertising & Publicity,100
21858.0,0.0,500.0,0,1200.0,0,,38.00.27,Minor Works,100
5859.0,0.0,2500.0,0,3800.0,0,,38.00.28,Professional Services,2500
27851.0,0.0,100.0,0,6600.0,0,,38.00.30,Other Contractual Services,10100
1455.0,0.0,1200.0,0,1600.0,0,,38.00.50,Other Charges,2600
306612.0,0.0,300000.0,0,301300.0,0,,,Total:Navigational Satellite System,58700
,,,,,,,39,Semi-conductor Laboratory (SCL),
1270607.0,0.0,1608800.0,0,1370000.0,0,,39.00.31,Grant-in-aid - General,715400
284993.0,0.0,591200.0,0,514100.0,0,,39.00.35,Grants for creation of Capital Assets,600000
0.0,548000.0,0.0,583700,0.0,714600,,39.00.36,Grant-in-aid - Salaries,784600
1555600.0,548000.0,2200000.0,583700,1884100.0,714600,,,Total:Semi-conductor Laboratory (SCL),2100000
,,,,,,,41,Advanced Communication Satellite (GSAT-11 - including launch services),
6000.0,0.0,0.0,0,0.0,0,,41.00.01,Salaries,0
37.0,0.0,0.0,0,0.0,0,,41.00.03,Overtime Allowance,0
422.0,0.0,0.0,0,0.0,0,,41.00.11,Domestic Travel Expenses,0
38.0,0.0,0.0,0,0.0,0,,41.00.12,Foreign Travel Expenses,0
4271.0,0.0,0.0,0,0.0,0,,41.00.13,Office Expenses,0
737.0,0.0,0.0,0,0.0,0,,41.00.20,Other Administrative Expenses,0
1155.0,0.0,0.0,0,0.0,0,,41.00.21,Supplies & Materials,0
303.0,0.0,0.0,0,0.0,0,,41.00.26,Advertising & Publicity,0
956.0,0.0,0.0,0,0.0,0,,41.00.27,Minor Works,0
1328.0,0.0,0.0,0,0.0,0,,41.00.28,Professional Services,0
255.0,0.0,0.0,0,0.0,0,,41.00.50,Other Charges,0
15502.0,0.0,0.0,0,0.0,0,,,Total:Advanced Communication Satellite (GSAT-11 - including launch services),0
,,,,,,,43,Manned Mission Initiatives/Human Space Flight Programme,
103447.0,0.0,115000.0,0,196000.0,0,,43.00.21,Supplies & Materials,10000
103447.0,0.0,115000.0,0,196000.0,0,,,Total:Manned Mission Initiatives/Human Space Flight Programme,10000
,,,,,,,44,Indian Institute of Space Science & Technolgy (IIST),
400000.0,0.0,350000.0,0,350000.0,0,,44.00.31,Grant-in-aid - General,398800
91500.0,0.0,150000.0,0,330000.0,0,,44.00.35,Grants for creation of Capital Assets,306200
0.0,165000.0,0.0,230000,0.0,285000,,44.00.36,Grant-in-aid - Salaries,295000
491500.0,165000.0,500000.0,230000,680000.0,285000,,,Total:Indian Institute of Space Science & Technolgy (IIST),1000000
,,,,,,,45,Semi Cryogenic Engine Development,
50000.0,0.0,60000.0,0,60000.0,0,,45.00.01,Salaries,72000
1000.0,0.0,3000.0,0,3000.0,0,,45.00.11,Domestic Travel Expenses,3000
0.0,0.0,0.0,0,0.0,0,,45.00.12,Foreign Travel Expenses,12300
2078.0,0.0,3500.0,0,3500.0,0,,45.00.13,Office Expenses,3500
528700.0,0.0,576400.0,0,542200.0,0,,45.00.21,Supplies & Materials,527200
1998.0,0.0,4000.0,0,4000.0,0,,45.00.27,Minor Works,4000
0.0,0.0,100.0,0,60500.0,0,,45.00.30,Other Contractual Services,75000
1996.0,0.0,3000.0,0,3000.0,0,,45.00.50,Other Charges,3000
585772.0,0.0,650000.0,0,676200.0,0,,,Total:Semi Cryogenic Engine Development,700000
,,,,,,,48,GSLV Mk-III Operational,
0.0,0.0,200.0,0,200.0,0,,48.00.11,Domestic Travel Expenses,0
0.0,0.0,300.0,0,300.0,0,,48.00.13,Office Expenses,0
0.0,0.0,100.0,0,100.0,0,,48.00.20,Other Administrative Expenses,0
0.0,0.0,100.0,0,100.0,0,,48.00.21,Supplies & Materials,0
0.0,0.0,100.0,0,100.0,0,,48.00.30,Other Contractual Services,0
0.0,0.0,200.0,0,200.0,0,,48.00.50,Other Charges,0
0.0,0.0,1000.0,0,1000.0,0,,,Total:GSLV Mk-III Operational,0
,,,,,,,49,Geo-Imaging Satellite (GISAT),
5000.0,0.0,10000.0,0,10000.0,0,,49.00.01,Salaries,8000
32.0,0.0,50.0,0,75.0,0,,49.00.03,Overtime Allowance,100
508.0,0.0,2000.0,0,600.0,0,,49.00.11,Domestic Travel Expenses,1700
0.0,0.0,1000.0,0,500.0,0,,49.00.12,Foreign Travel Expenses,500
3146.0,0.0,5250.0,0,4200.0,0,,49.00.13,Office Expenses,4200
658.0,0.0,500.0,0,500.0,0,,49.00.20,Other Administrative Expenses,500
177.0,0.0,10000.0,0,100.0,0,,49.00.21,Supplies & Materials,7500
384.0,0.0,300.0,0,415.0,0,,49.00.26,Advertising & Publicity,300
2290.0,0.0,2500.0,0,3600.0,0,,49.00.27,Minor Works,2500
1777.0,0.0,2000.0,0,2000.0,0,,49.00.28,Professional Services,5500
5434.0,0.0,1000.0,0,4778.0,0,,49.00.30,Other Contractual Services,1100
87.0,0.0,400.0,0,100.0,0,,49.00.50,Other Charges,200
19493.0,0.0,35000.0,0,26868.0,0,,,Total:Geo-Imaging Satellite (GISAT),32100
,,,,,,,50,Resourcesat-2A,
132.0,0.0,200.0,0,200.0,0,,50.00.03,Overtime Allowance,200
1461.0,0.0,6200.0,0,6100.0,0,,50.00.11,Domestic Travel Expenses,4500
0.0,0.0,5500.0,0,4000.0,0,,50.00.12,Foreign Travel Expenses,2500
13273.0,0.0,6900.0,0,4900.0,0,,50.00.13,Office Expenses,3000
1026.0,0.0,1000.0,0,1500.0,0,,50.00.20,Other Administrative Expenses,1000
0.0,0.0,1000.0,0,1000.0,0,,50.00.21,Supplies & Materials,500
4498.0,0.0,1000.0,0,4000.0,0,,50.00.27,Minor Works,1500
2785.0,0.0,1900.0,0,1500.0,0,,50.00.28,Professional Services,2500
2149.0,0.0,1000.0,0,4500.0,0,,50.00.30,Other Contractual Services,500
161.0,0.0,5300.0,0,4300.0,0,,50.00.50,Other Charges,1000
25485.0,0.0,30000.0,0,32000.0,0,,,Total:Resourcesat-2A,17200
,,,,,,,51,Cartosat-3,
0.0,0.0,0.0,0,0.0,0,,51.00.03,Overtime Allowance,100
702.0,0.0,4000.0,0,1500.0,0,,51.00.11,Domestic Travel Expenses,4900
0.0,0.0,1500.0,0,1500.0,0,,51.00.12,Foreign Travel Expenses,1000
7398.0,0.0,9000.0,0,3500.0,0,,51.00.13,Office Expenses,2900
0.0,0.0,0.0,0,0.0,0,,51.00.20,Other Administrative Expenses,900
0.0,0.0,100.0,0,0.0,0,,51.00.21,Supplies & Materials,300
341.0,0.0,100.0,0,750.0,0,,51.00.26,Advertising & Publicity,0
1428.0,0.0,500.0,0,3500.0,0,,51.00.27,Minor Works,1500
1723.0,0.0,500.0,0,900.0,0,,51.00.28,Professional Services,500
0.0,0.0,300.0,0,100.0,0,,51.00.30,Other Contractual Services,500
400.0,0.0,4000.0,0,1250.0,0,,51.00.50,Other Charges,1500
11992.0,0.0,20000.0,0,13000.0,0,,,Total:Cartosat-3,14100
,,,,,,,52,Scattsat,
0.0,0.0,100.0,0,0.0,0,,52.00.03,Overtime Allowance,0
1261.0,0.0,3000.0,0,3000.0,0,,52.00.11,Domestic Travel Expenses,2700
0.0,0.0,2500.0,0,2500.0,0,,52.00.12,Foreign Travel Expenses,2000
9930.0,0.0,10000.0,0,6290.0,0,,52.00.13,Office Expenses,3400
10.0,0.0,0.0,0,0.0,0,,52.00.20,Other Administrative Expenses,0
0.0,0.0,0.0,0,0.0,0,,52.00.21,Supplies & Materials,5600
0.0,0.0,100.0,0,500.0,0,,52.00.26,Advertising & Publicity,500
972.0,0.0,500.0,0,2800.0,0,,52.00.27,Minor Works,800
853.0,0.0,500.0,0,1000.0,0,,52.00.28,Professional Services,500
7838.0,0.0,300.0,0,2410.0,0,,52.00.30,Other Contractual Services,700
506.0,0.0,3000.0,0,1500.0,0,,52.00.50,Other Charges,2400
21370.0,0.0,20000.0,0,20000.0,0,,,Total:Scattsat,18600
,,,,,,,53,RISAT-1A,
0.0,0.0,300.0,0,0.0,0,,53.00.03,Overtime Allowance,0
0.0,0.0,4000.0,0,5000.0,0,,53.00.11,Domestic Travel Expenses,3500
0.0,0.0,3000.0,0,3000.0,0,,53.00.12,Foreign Travel Expenses,2000
0.0,0.0,800.0,0,8100.0,0,,53.00.13,Office Expenses,2000
0.0,0.0,100.0,0,0.0,0,,53.00.20,Other Administrative Expenses,500
0.0,0.0,400.0,0,0.0,0,,53.00.21,Supplies & Materials,100
0.0,0.0,0.0,0,0.0,0,,53.00.26,Advertising & Publicity,800
0.0,0.0,100.0,0,100.0,0,,53.00.27,Minor Works,600
0.0,0.0,200.0,0,200.0,0,,53.00.28,Professional Services,400
0.0,0.0,300.0,0,300.0,0,,53.00.30,Other Contractual Services,700
0.0,0.0,800.0,0,800.0,0,,53.00.50,Other Charges,1500
0.0,0.0,10000.0,0,17500.0,0,,,Total:RISAT-1A,12100
,,,,,,,54,Oceansat-3,
0.0,0.0,200.0,0,100.0,0,,54.00.03,Overtime Allowance,100
0.0,0.0,2000.0,0,5200.0,0,,54.00.11,Domestic Travel Expenses,4400
0.0,0.0,800.0,0,1000.0,0,,54.00.12,Foreign Travel Expenses,1000
366.0,0.0,1000.0,0,5300.0,0,,54.00.13,Office Expenses,4300
0.0,0.0,200.0,0,800.0,0,,54.00.20,Other Administrative Expenses,1000
0.0,0.0,2400.0,0,0.0,0,,54.00.21,Supplies & Materials,200
121.0,0.0,700.0,0,500.0,0,,54.00.27,Minor Works,2200
513.0,0.0,200.0,0,100.0,0,,54.00.28,Professional Services,500
0.0,0.0,100.0,0,100.0,0,,54.00.30,Other Contractual Services,500
0.0,0.0,2400.0,0,900.0,0,,54.00.50,Other Charges,1500
1000.0,0.0,10000.0,0,14000.0,0,,,Total:Oceansat-3,15700
,,,,,,,55,ISRO Propulsion Complex (IPRC),
84627.0,401700.0,26900.0,511100,156000.0,522000,,55.00.01,Salaries,853000
0.0,5300.0,0.0,6000,0.0,6000,,55.00.02,Wages,6000
0.0,300.0,0.0,500,0.0,300,,55.00.03,Overtime Allowance,300
38100.0,4100.0,42800.0,12200,32000.0,8000,,55.00.06,Medical Treatment,40000
7300.0,2400.0,14200.0,5800,7500.0,2500,,55.00.11,Domestic Travel Expenses,10000
0.0,0.0,900.0,100,1350.0,150,,55.00.12,Foreign Travel Expenses,1000
201050.0,9000.0,295000.0,5000,239700.0,4100,,55.00.13,Office Expenses,260000
0.0,14500.0,10000.0,4000,11000.0,4200,,55.00.20,Other Administrative Expenses,20000
391668.0,9300.0,383500.0,5000,369900.0,5100,,55.00.21,Supplies & Materials,445000
8600.0,3300.0,15700.0,2000,17800.0,250,,55.00.24,POL,19000
0.0,4500.0,0.0,4000,0.0,6000,,55.00.26,Advertising & Publicity,7000
79940.0,7450.0,92000.0,8000,109500.0,6000,,55.00.27,Minor Works,90000
127700.0,6000.0,145000.0,5000,195400.0,4250,,55.00.28,Professional Services,199400
58500.0,5500.0,55000.0,5000,65200.0,4800,,55.00.30,Other Contractual Services,70000
0.0,200.0,0.0,300,0.0,300,,55.00.31,Grant-in-aid - General,300
0.0,3000.0,0.0,4000,0.0,4500,,55.00.34,Scholarships & Stipends,4500
0.0,50.0,0.0,500,0.0,500,,55.00.50,Other Charges  - Charged,500
4300.0,1200.0,12500.0,500,4800.0,100,,,Voted,8000
,,,,,,,55.99,Information Technology,
4000.0,500.0,4500.0,500,9500.0,500,,55.99.13,Office Expenses,11000
500.0,200.0,2000.0,500,4050.0,450,,55.99.50,Other Charges,5000
1006285.0,478500.0,1100000.0,580000,1223700.0,580000,,,Total:ISRO Propulsion Complex (IPRC),2050000
0.0,50.0,0.0,500,0.0,500,,,Charged,500
1006285.0,478450.0,1100000.0,579500,1223700.0,579500,,,Voted,2049500
,,,,,,,56,Trisonic Wind Tunnel Facility Project,
0.0,0.0,40.0,0,40.0,0,,56.00.11,Domestic Travel Expenses,350
0.0,0.0,40.0,0,40.0,0,,56.00.13,Office Expenses,325
0.0,0.0,10.0,0,10.0,0,,56.00.20,Other Administrative Expenses,50
0.0,0.0,0.0,0,0.0,0,,56.00.21,Supplies & Materials,100
0.0,0.0,0.0,0,0.0,0,,56.00.27,Minor Works,50
0.0,0.0,10.0,0,10.0,0,,56.00.28,Professional Services,50
0.0,0.0,0.0,0,0.0,0,,56.00.30,Other Contractual Services,25
0.0,0.0,0.0,0,0.0,0,,56.00.50,Other Charges,50
0.0,0.0,100.0,0,100.0,0,,,Total:Trisonic Wind Tunnel Facility Project,1000
,,,,,,,57,Cartosat-2E,
32.0,0.0,100.0,0,100.0,0,,57.00.03,Overtime Allowance,100
1200.0,0.0,6000.0,0,5700.0,0,,57.00.11,Domestic Travel Expenses,4400
0.0,0.0,1000.0,0,1000.0,0,,57.00.12,Foreign Travel Expenses,1000
5933.0,0.0,7500.0,0,4300.0,0,,57.00.13,Office Expenses,4500
706.0,0.0,1100.0,0,1100.0,0,,57.00.20,Other Administrative Expenses,1000
0.0,0.0,8800.0,0,0.0,0,,57.00.21,Supplies & Materials,10800
1783.0,0.0,1500.0,0,2300.0,0,,57.00.27,Minor Works,2200
669.0,0.0,500.0,0,500.0,0,,57.00.28,Professional Services,500
0.0,0.0,500.0,0,500.0,0,,57.00.30,Other Contractual Services,500
137.0,0.0,3000.0,0,1000.0,0,,57.00.50,Other Charges,1500
10460.0,0.0,30000.0,0,16500.0,0,,,Total:Cartosat-2E,26500
,,,,,,,58,Risat-3,
0.0,0.0,10.0,0,10.0,0,,58.00.03,Overtime Allowance,10
0.0,0.0,10.0,0,10.0,0,,58.00.11,Domestic Travel Expenses,20
0.0,0.0,10.0,0,10.0,0,,58.00.12,Foreign Travel Expenses,20
0.0,0.0,10.0,0,10.0,0,,58.00.13,Office Expenses,20
0.0,0.0,10.0,0,10.0,0,,58.00.20,Other Administrative Expenses,5
0.0,0.0,10.0,0,10.0,0,,58.00.21,Supplies & Materials,5
0.0,0.0,10.0,0,10.0,0,,58.00.27,Minor Works,5
0.0,0.0,10.0,0,10.0,0,,58.00.28,Professional Services,5
0.0,0.0,10.0,0,10.0,0,,58.00.30,Other Contractual Services,5
0.0,0.0,10.0,0,10.0,0,,58.00.50,Other Charges,5
0.0,0.0,100.0,0,100.0,0,,,Total:Risat-3,100
,,,,,,,60,Development of Space Materials & Components,
112021.0,0.0,120000.0,0,60000.0,0,,60.00.21,Supplies & Materials,160000
112021.0,0.0,120000.0,0,60000.0,0,,,Total:Development of Space Materials & Components,160000
,,,,,,,61,NASA ISRO Synthetic Aperture Radar Mission (NISAR),
747.0,0.0,4000.0,0,2000.0,0,,61.00.11,Domestic Travel Expenses,5200
0.0,0.0,7500.0,0,4500.0,0,,61.00.12,Foreign Travel Expenses,5000
4270.0,0.0,6000.0,0,4025.0,0,,61.00.13,Office Expenses,1600
0.0,0.0,500.0,0,425.0,0,,61.00.20,Other Administrative Expenses,500
0.0,0.0,500.0,0,50.0,0,,61.00.21,Supplies & Materials,500
0.0,0.0,100.0,0,100.0,0,,61.00.26,Advertising & Publicity,500
1086.0,0.0,500.0,0,2500.0,0,,61.00.27,Minor Works,1000
865.0,0.0,500.0,0,1000.0,0,,61.00.28,Professional Services,500
0.0,0.0,300.0,0,300.0,0,,61.00.30,Other Contractual Services,700
0.0,0.0,100.0,0,100.0,0,,61.00.50,Other Charges,300
6968.0,0.0,20000.0,0,15000.0,0,,,Total:NASA ISRO Synthetic Aperture Radar Mission (NISAR),15800
,,,,,,,62,Resourcesat-3S & 3SA,
0.0,0.0,100.0,0,0.0,0,,62.00.03,Overtime Allowance,0
0.0,0.0,1000.0,0,0.0,0,,62.00.11,Domestic Travel Expenses,2600
0.0,0.0,700.0,0,0.0,0,,62.00.12,Foreign Travel Expenses,1000
0.0,0.0,3000.0,0,0.0,0,,62.00.13,Office Expenses,2200
0.0,0.0,1000.0,0,0.0,0,,62.00.20,Other Administrative Expenses,100
0.0,0.0,1000.0,0,0.0,0,,62.00.21,Supplies & Materials,1100
0.0,0.0,200.0,0,0.0,0,,62.00.26,Advertising & Publicity,0
0.0,0.0,700.0,0,0.0,0,,62.00.27,Minor Works,100
0.0,0.0,700.0,0,0.0,0,,62.00.28,Professional Services,600
0.0,0.0,1000.0,0,0.0,0,,62.00.30,Other Contractual Services,600
0.0,0.0,600.0,0,0.0,0,,62.00.50,Other Charges,200
0.0,0.0,10000.0,0,0.0,0,,,Total:Resourcesat-3S & 3SA,8500
,,,,,,,63,Master Control Facility (MCF),
0.0,0.0,8200.0,306800,44100.0,327100,,63.00.01,Salaries,387700
0.0,0.0,0.0,300,0.0,300,,63.00.02,Wages,400
0.0,0.0,0.0,400,0.0,400,,63.00.03,Overtime Allowance,200
0.0,0.0,3000.0,12000,8300.0,6700,,63.00.06,Medical Treatment,16000
0.0,0.0,2500.0,500,3220.0,280,,63.00.11,Domestic Travel Expenses,4000
0.0,0.0,500.0,200,820.0,180,,63.00.12,Foreign Travel Expenses,1000
0.0,0.0,44800.0,35200,65900.0,20000,,63.00.13,Office Expenses,89000
0.0,0.0,0.0,0,0.0,0,,63.00.14,"Rent, Rates & Taxes",250
0.0,0.0,0.0,5500,0.0,6770,,63.00.20,Other Administrative Expenses,6500
0.0,0.0,19750.0,4100,21100.0,2300,,63.00.21,Supplies & Materials,25000
0.0,0.0,900.0,1000,1300.0,600,,63.00.24,POL,2000
0.0,0.0,0.0,1000,0.0,1400,,63.00.26,Advertising & Publicity,1400
0.0,0.0,33200.0,11800,29030.0,5520,,63.00.27,Minor Works,51500
0.0,0.0,53500.0,61500,117530.0,35000,,63.00.28,Professional Services,171914
0.0,0.0,3700.0,2300,5800.0,1200,,63.00.30,Other Contractual Services,10500
0.0,0.0,0.0,200,0.0,200,,63.00.31,Grant-in-aid - General,300
0.0,0.0,0.0,700,0.0,700,,63.00.34,Scholarships & Stipends,800
0.0,0.0,0.0,200,0.0,200,,63.00.50,Other Charges  - Charged,200
0.0,0.0,5000.0,2900,10400.0,1800,,,Voted,11200
,,,,,,,63.99,Information Technology,
0.0,0.0,1950.0,1400,2550.0,800,,63.99.13,Office Expenses,3900
0.0,0.0,3000.0,2000,7250.0,1050,,63.99.50,Other Charges,8600
0.0,0.0,180000.0,450000,317300.0,412500,,,Total:Master Control Facility (MCF),792364
0.0,0.0,0.0,200,0.0,200,,,Charged,200
0.0,0.0,180000.0,449800,317300.0,412300,,,Voted,792164
,,,,,,,64,Indian Space Research Organisation Headquarters (ISRO Hq),
0.0,0.0,0.0,315200,0.0,397800,,64.00.01,Salaries,458600
0.0,0.0,0.0,150,0.0,10,,64.00.02,Wages,50
0.0,0.0,0.0,400,0.0,175,,64.00.03,Overtime Allowance,200
0.0,0.0,0.0,60000,0.0,60000,,64.00.06,Medical Treatment,60000
0.0,0.0,0.0,24600,0.0,23500,,64.00.11,Domestic Travel Expenses,24600
0.0,0.0,0.0,21000,0.0,21000,,64.00.12,Foreign Travel Expenses,21000
0.0,0.0,0.0,112800,0.0,86000,,64.00.13,Office Expenses,107500
0.0,0.0,0.0,13900,0.0,10000,,64.00.14,"Rent, Rates & Taxes",10500
0.0,0.0,0.0,100,0.0,10,,64.00.16,Publications,100
0.0,0.0,0.0,47200,0.0,47200,,64.00.20,Other Administrative Expenses,83000
0.0,0.0,0.0,400,0.0,10,,64.00.21,Supplies & Materials,100
0.0,0.0,0.0,3130,0.0,4500,,64.00.24,POL,4500
0.0,0.0,0.0,16600,0.0,12000,,64.00.26,Advertising & Publicity,16600
0.0,0.0,0.0,100900,0.0,97800,,64.00.27,Minor Works,100000
0.0,0.0,0.0,26600,0.0,19500,,64.00.28,Professional Services,30000
0.0,0.0,0.0,70270,0.0,82500,,64.00.30,Other Contractual Services,85000
0.0,0.0,12500.0,100,21200.0,100,,64.00.31,Grant-in-aid - General,48100
0.0,0.0,0.0,100,0.0,10,,64.00.32,Contributions,100
0.0,0.0,0.0,300,0.0,285,,64.00.34,Scholarships & Stipends,400
0.0,0.0,0.0,200,0.0,200,,64.00.50,Other Charges  - Charged,200
0.0,0.0,15000.0,97600,12300.0,82500,,,Voted,222550
,,,,,,,64.99,Information Technology,
0.0,0.0,15000.0,12900,45800.0,26700,,64.99.13,Office Expenses,9400
0.0,0.0,0.0,2150,0.0,8700,,64.99.50,Other Charges,9000
0.0,0.0,42500.0,926600,79300.0,980500,,,Total:Indian Space Research Organisation Headquarters (ISRO Hq),1291500
0.0,0.0,0.0,200,0.0,200,,,Charged,200
0.0,0.0,42500.0,926400,79300.0,980300,,,Voted,1291300
,,,,,,,65,Resourcesat-3 & 3A,
0.0,0.0,0.0,0,0.0,0,,65.00.01,Salaries,5000
0.0,0.0,0.0,0,0.0,0,,65.00.03,Overtime Allowance,500
0.0,0.0,0.0,0,0.0,0,,65.00.11,Domestic Travel Expenses,4000
0.0,0.0,0.0,0,0.0,0,,65.00.12,Foreign Travel Expenses,500
0.0,0.0,0.0,0,0.0,0,,65.00.13,Office Expenses,4000
0.0,0.0,0.0,0,0.0,0,,65.00.20,Other Administrative Expenses,500
0.0,0.0,0.0,0,0.0,0,,65.00.21,Supplies & Materials,7000
0.0,0.0,0.0,0,0.0,0,,65.00.27,Minor Works,500
0.0,0.0,0.0,0,0.0,0,,65.00.28,Professional Services,1000
0.0,0.0,0.0,0,0.0,0,,65.00.30,Other Contractual Services,1000
0.0,0.0,0.0,0,0.0,0,,65.00.50,Other Charges,1000
0.0,0.0,0.0,0,0.0,0,,,Total:Resourcesat-3 & 3A,25000
,,,,,,,66,High Resolution Satellite (HRSAT) Constellation
0.0,0.0,0.0,0,0.0,0,,66.00.03,Overtime Allowance,2
0.0,0.0,0.0,0,0.0,0,,66.00.11,Domestic Travel Expenses,40
0.0,0.0,0.0,0,0.0,0,,66.00.12,Foreign Travel Expenses,20
0.0,0.0,0.0,0,0.0,0,,66.00.13,Office Expenses,22
0.0,0.0,0.0,0,0.0,0,,66.00.20,Other Administrative Expenses,2
0.0,0.0,0.0,0,0.0,0,,66.00.21,Supplies & Materials,5
0.0,0.0,0.0,0,0.0,0,,66.00.27,Minor Works,3
0.0,0.0,0.0,0,0.0,0,,66.00.28,Professional Services,2
0.0,0.0,0.0,0,0.0,0,,66.00.30,Other Contractual Services,2
0.0,0.0,0.0,0,0.0,0,,66.00.50,Other Charges,2
0.0,0.0,0.0,0,0.0,0,,,Total:High Resolution Satellite (HRSAT) Constellation,100
,,,,,,,67,Semi Cryogenic Stage Development,
0.0,0.0,0.0,0,0.0,0,,67.00.03,Overtime Allowance,2
0.0,0.0,0.0,0,0.0,0,,67.00.11,Domestic Travel Expenses,30
0.0,0.0,0.0,0,0.0,0,,67.00.13,Office Expenses,33
0.0,0.0,0.0,0,0.0,0,,67.00.20,Other Administrative Expenses,10
0.0,0.0,0.0,0,0.0,0,,67.00.21,Supplies & Materials,14
0.0,0.0,0.0,0,0.0,0,,67.00.27,Minor Works,2
0.0,0.0,0.0,0,0.0,0,,67.00.28,Professional Services,5
0.0,0.0,0.0,0,0.0,0,,67.00.30,Other Contractual Services,2
0.0,0.0,0.0,0,0.0,0,,67.00.50,Other Charges,2
0.0,0.0,0.0,0,0.0,0,,,Total:Semi Cryogenic Stage Development,100
,,,,,,,68,Semi Cryogenic Engine Clustering,
0.0,0.0,0.0,0,0.0,0,,68.00.03,Overtime Allowance,2
0.0,0.0,0.0,0,0.0,0,,68.00.11,Domestic Travel Expenses,40
0.0,0.0,0.0,0,0.0,0,,68.00.13,Office Expenses,40
0.0,0.0,0.0,0,0.0,0,,68.00.20,Other Administrative Expenses,2
0.0,0.0,0.0,0,0.0,0,,68.00.21,Supplies & Materials,5
0.0,0.0,0.0,0,0.0,0,,68.00.27,Minor Works,5
0.0,0.0,0.0,0,0.0,0,,68.00.28,Professional Services,2
0.0,0.0,0.0,0,0.0,0,,68.00.30,Other Contractual Services,2
0.0,0.0,0.0,0,0.0,0,,68.00.50,Other Charges,2
0.0,0.0,0.0,0,0.0,0,,,Total:Semi Cryogenic Engine Clustering,100
,,,,,,,69,Advanced Launch Vehicle Development,
0.0,0.0,0.0,0,0.0,0,,69.00.03,Overtime Allowance,2
0.0,0.0,0.0,0,0.0,0,,69.00.11,Domestic Travel Expenses,40
0.0,0.0,0.0,0,0.0,0,,69.00.13,Office Expenses,40
0.0,0.0,0.0,0,0.0,0,,69.00.20,Other Administrative Expenses,2
0.0,0.0,0.0,0,0.0,0,,69.00.21,Supplies & Materials,5
0.0,0.0,0.0,0,0.0,0,,69.00.27,Minor Works,5
0.0,0.0,0.0,0,0.0,0,,69.00.28,Professional Services,2
0.0,0.0,0.0,0,0.0,0,,69.00.30,Other Contractual Services,2
0.0,0.0,0.0,0,0.0,0,,69.00.50,Other Charges,2
0.0,0.0,0.0,0,0.0,0,,,Total:Advanced Launch Vehicle Development,100
17152994.0,8645535.0,18612700.0,11011000,21504151.0,11057300,,,Total:Space Technology,35162934
0.0,2560.0,0.0,5000,0.0,5000,,,Charged,5000
,,,,,,,3402,Space Research,
,,,,,,,00.102,Space Applications,
,,,,,,,01,Space Applications Centre (SAC),
599906.0,1390476.0,300000.0,1880000,644000.0,1920000,,01.00.01,Salaries,2633000
0.0,92.0,0.0,100,0.0,100,,01.00.02,Wages,100
0.0,467.0,0.0,500,0.0,500,,01.00.03,Overtime Allowance,500
92476.0,32453.0,125000.0,5000,133000.0,2000,,01.00.06,Medical Treatment,140000
26000.0,8999.0,41000.0,10000,48000.0,4000,,01.00.11,Domestic Travel Expenses,53000
4038.0,753.0,6000.0,500,6250.0,250,,01.00.12,Foreign Travel Expenses,7000
30951.0,10995.0,45000.0,2000,46100.0,800,,01.00.13,Office Expenses,52000
0.0,2992.0,0.0,9000,0.0,1750,,01.00.14,"Rent, Rates & Taxes",10000
0.0,12979.0,0.0,10000,0.0,9500,,01.00.20,Other Administrative Expenses,12500
987115.0,129794.0,1218000.0,20000,1420300.0,8650,,01.00.21,Supplies & Materials,2048121
